id,text,label
535,"- Mì trộn HQ ( cay , nhiều đồ ăn )",positive
536,Còn gà phần quá nhiều bột .,negative
537,2vc ăn bthg mất 800k,negative
538,"Bánh mì vừa cứng vừa dai , hơi khó ăn",negative
539,Mình thích ăn bánh mì không ở đâu ...,negative
540,matcha hảo hạn nữa nhé,positive
541,"Bạch tuộc kim chi ngon , vừa ăn .",positive
542,Về nước sinh tố thì cảm thấy hơi mắc .,negative
543,"Quán ăn rẻ , k gian rộng rãi là điểm cộng",negative
544,Nhân viên lại còn rất nhiệt tình ...,positive
545,Thứ hai nước ép thì cũng ok,positive
546,Lên món ăn khá nhanh .,positive
547,"Lần đầu đi Hana , mình đi 2 người .",negative
548,"Cái quầy lấy đồ ăn nhỏ , lên đồ chậm",negative
549,Hứa lần sau sẽ tới .,positive
550,Nói chung là ko quay lại .,negative
551,Có điều quán mở cửa hơi trể 😂,positive
552,"  Trà sữa siêu dở , ngọt gắt .",negative
553,Gà dở . Ngồi chờ gần nửa tiếng . Chán,negative
554,10 điểm cho nơi đây !,positive
555,"* Ưu điểm : wifi mạnh , giữ xe free",positive
556,"Nước chấm thì mắm nêm , hơi mặn",negative
557,Chắc chắn sẽ quay lại quán ^ ^,positive
558,- K đủ món như quảng cáo,negative
559,AI CHƯA VÀO THÌ ĐỪNG NÊN THỬ ! ! ! 1 Cái kết đắng lòng .,negative
560,Cua rang muối - ăn tạm đc,positive
561,- Lúc đông gọi đồ lên hơi lâu,negative
562,- nước trà có vị rất rất lạ !,negative
563,Quán trang trí gọn gàng rất lạnh .,positive
564,Thịt gà mềm và rất ngọt,positive
565,"- Đồ ăn : rất ngon , trang trí đẹp",positive
566,Kinh hãi cái nồi lẩu,negative
567,✔ Quán thoáng mát và thoải mái .,positive
568,Mà chờ lâu lắm hix,negative
569,Thứ nhất : đồ ăn vô cùng chán,negative
570,"Nhân viên dễ thương , niềm nở với khách",positive
571,Nhân viên lạnh lùng và chậm chạp quá : (,negative
572,Giá rẻ . 1 tô tái 25k .,positive
573,"nhân viên rất nhiệt tình , cười nói vui vẻ .",positive
574,món hấp nào cũng nguội,negative
575,quán nên đổi tên thành Nấm Too Bad :,negative
576,Nói chung hôm ý thốn lắm 😅,negative
577,Phá lấu thập cẩm : không ngon,negative
578,Thế là các bạn ý hẹn : CHỜ MÌNH 1 TÍ .,negative
579,"- ship hàng nhanh , gọn lẹ",positive
580,"Nhân viên lễ phép , phục vụ khách tốt",positive
581,"Hải sản rất phong phú , giá cả hợp lý !",positive
582,"Nhìn chung hương vị không ngon , thất vọng",negative
583,"Nhân viên thân thiện , lễ phép và chu đáo : )",positive
584,- 420k/kg bề bề bé tý,negative
585,Mình thấy ăn không ngon lắm,negative
586,"Cô chủ thân thiện , dễ mến .",positive
587,Đang ngồi ở I love calem Võ Thị Sáu - Biên Hoà .,negative
588,Quán nhìn đẹp và phục vụ tốt .,positive
589,"Spaghetti không đặc sắc , sauce nhạt .",negative
590,Hương vị cũng bình thường không quá đặc sắc,negative
591,Chỉ được bao bì là đẹp .,negative
592,cảm giác bị lừa muốn nghẹn - . -,negative
593,Nhân viên rất dễ thương nữa nè,positive
594,Khuyên thật là các bạn ko nên ăn,negative
595,Bánh gấu ngon ăn không ngán,positive
596,Quán có gác xép nhìn cưng né 👏 👏,negative
597,Ko gian bên trong rộng rãi thoải mái,positive
598,Không gian rộng rãi có điều hơi lạnh chút,positive
599,"Các bạn phục vụ dễ thương , lịch sự .",positive
600,"Chị nhân viên thì dễ thương , nhiệt tình nữa",positive
601,Đồ ăn ở đây ko đa dạng,negative
602,Quán nhìn không vệ sinh lắm,negative
603,"2.Về phục vụ : Tốt , nhiệt tình .",positive
604,"Giá trung bình , nhg quá cao so cùng chất lượng .",negative
605,Cafe đen chưa đủ đậm với mình .,negative
606,Sẽ còn quay lại ủng hộ nhà hàng !,positive
607,Không bao giờ ghé lại quán này .,negative
608,Chắc chắn không ăn lần hai .,negative
609,4 . Chỗ quầy tiếp tân quá bừa bộn !,negative
610,Vậy mà qua chỗ này ăn hoàn toàn thất vọng luôn .,negative
611,95k ko hề xứng đáng ! 😫 😫,negative
612,"Quán nhỏ , buổi tối đường hay kẹt xe : (",negative
613,Gửi xe : đối diện chỗ trường học .,negative
614,Nước dùng ngọt và vừa miệng lắm .,positive
615,Không có lần thứ 2 .,negative
616,Carot cũng xay luôn vỏ ... kinh khủng,negative
617,Mình có đôi lời comment về dịch vụ,negative
618,15k/suất to ụ,positive
619,Quán có giảm giá thẻ Ecard .,positive
620,1 lần thì qa trễ quán hết đồ ăn,negative
621,- Giá : 20k . Ko đáng lắm,negative
622,Nhân viên ai cũng lịch sự tươi cười .,positive
623,Phục vụ cực thân thiện đ . iu 👏 🏻 👏 🏻,positive
624,"- quán đẹp , sạch sẽ , nhỏ xinh",positive
625,Sẽ quay lại thường xuyên hơn .,positive
626,Quán chè Nguyên Đặng - Hẻm 8 Mậu Thân,positive
627,Mà tra sữa ngán quá ạ 😁,negative
628,"• Phần nước sốt : cay , hơi nhạt 😂",negative
629,"Nhân viên : nhiệt tình , hiểu rõ menu .",positive
630,Nhân viên rất là thân thiện nhiệt tình nhé .,positive
631,"  Nhân viên nam nhanh nhẹn , vui vẻ .",positive
632,"Nhân viên phục vụ tệ , hết nước dừa không báo khách .",negative
633,Mình sẽ không quay lại đây nữa,negative
634,Túm lại chấm 9/10,positive
635,bất lực khi ăn uống mà phải chờ đợi như thế này,negative
636,Giảm 30% ( ham hố vì cái này ),positive
637,Quán ăn Hàn Quốc bình dân nhất Vũng Tàu,positive
638,Rau trụng mùi hơi nồng,negative
639,Sẽ ghé qán thườg xuyênnnnnn,positive
640,Ly nước siêu khổng lồ và cá tính,positive
641,Đến đây là chán hẳn,negative
642,"- Wifi tượng trưng , không xài E-card được > <",negative
643,"Nhân viên phục vụ hời hợi , chưa chuyên nghiệp .",negative
644,"Không gian quán đẹp , nhẹ nhàng , yên tĩnh",positive
645,Thức uống hơi ít loại quá,negative
646,"⭕ ️ Vị trí dễ tìm , decor ấm cúng .",positive
647,Chắc uống PL quài quài luôn,positive
648,Thức uống cà phê ngon và rẻ 😝 😝,positive
649,"Món ăn ngon , nóng hổi , chất lượng",positive
650,Lần 2 thì thất vọng dễ sợ .,negative
651,"Tôi luôn giới thiệu bạn bè , đồng nghiệp .",positive
652,Chủ quán thì tuyệt vời hết biết nha 😍 😘 😘 😘,positive
653,Có chỗ gửi xe ok,positive
654,Sẽ không bao gìơ ghé nữa,negative
655,Nhân viên nhẹ nhàng và cực thân thiện ~,positive
656,Qua 4-5 lần k bao giờ gặp,negative
657,Ôii nhắc tới lại thèm : ( (,positive
658,nước uống chất lượng quá kém so với giá cả,negative
659,Chứ đồ ăn thì chả có gì đặc biệt,negative
660,"Mới ăn xong , review ngay :",negative
661,"Phở ngon , đúng vị phở Lý Quốc Sư .",positive
662,"- Phần chả kèm rau , chả dở , rau đắng . Thua .",negative
663,Quán thiếu sức sống và sự chuyên nghiệp .,negative
664,Khá mắc . Ăn tạm được,negative
665,Cuối tuần lại ghé nữa nè,positive
666,"Đồ ăn chế biến ngon , ăn no",positive
667,"Nhân viên nhiệt tình , nhanh nhẹn với khách hàng",positive
668,Chắc là không quay lại nữa đâu .,negative
669,Chúc quán thành công trong tương lai ^ ^,positive
670,Mình thích quán này lắm,positive
671,Nhất định sẽ còn quay lại 😉,positive
672,Lần 2 ngồi lại quán,positive
673,4 . Phục vụ nhiệt tình và nhanh chóng .,positive
674,🐥 Cơm vàng ngon 🐥 Gà chiên thơm 🐥,positive
675,"Quán rất đông khách , trang trí đẹp mắt .",positive
676,Hi vọng chủ quán có thể khắc phục,negative
677,"Không gian quá nhỏ , khá nóng .",negative
678,"Nhân viên quán phục vụ nhiệt tình , nhanh nhẹn",positive
679,Mình rất ấn tượng chỗ này 👍 🏻 👍 🏻 🎈 🎈 ✨ 🎊 👍 🏻 ❤ ️,positive
680,- Món ăn thì quá tuyệt vời,positive
681,"Mực nướng dai , vị không ngon .",negative
682,Ở đây phục vụ tệ lắm .,negative
683,"- Decor đc , k bị bí lắm",negative
684,Ăn dở chả thèm chụp hình .,negative
685,Giá tiền đáng với chất lượng .,positive
686,Giá hơi cao . Cafe bthg . Bánh dở .,negative
687,Xin cạch ko bh ăn Bami nữa .,negative
688,lâu lâu sẽ ghé đây ăn crepe,positive
689,Nhất định sẽ không bao giờ đến lại đây nữa !,negative
690,Sẽ còn quay lại : x,positive
691,k có ý định quay lại : ),negative
692,Thạch là trân châu . puping . poping 😍,positive
693,Chỉ thích ăn mỗi salad : ) ),positive
694,"Quay trở lại ak ? Xin lỗi , không bao giờ ! ! !",negative
695,Quay lại sớm thôi hihi,positive
696,- Vị trí quán rất dễ kiếm .,positive
697,"Chè Thái Lan được múc sẵn rồi , khách đến",negative
698,Trà rất đâm mùi nha mọi người,negative
699,Tóm lại 1 câu là phí tiền !,negative
700,"- Quán hơi bí , khá rộng",negative
701,Giá cao so vs chất lượng,negative
702,Bít tết số 6 nhé .,negative
703,Nhiều loại bánh để chọn,positive
704,gọi bạn ra đây ngồi,negative
705,Không gian nhìn cũng sạch nhưng mà nóng lắm !,negative
706,Rất ngon giá cả vừa túi tiền,positive
707,Khoai chiên bơ ko ngon,negative
708,"không gian quán nhỏ , bàn ghế ngồi không thoải mái .",negative
709,Pizza thì khô cứng nhỏ xíu à,negative
710,Cua bở cua chết đem cho khách ăn .,negative
711,"Bánh tráng cuốn thì ngon , vừa ăn",positive
712,Cảm nhận như bị chặt chém . .,negative
713,Nói chung là sẽ đến tiếp,positive
714,Mấy anh phục vụ dễ thương lắm !,positive
715,Wifi có chỉ để trang trí .,negative
716,nói chung sẽ chả quay lại,negative
717,Bingsu dưa lưới ngon lạ,positive
718,Đông kinh khủng . Tối k biết thế nào .,positive
719,1 . Quán decor rất đẹp,positive
720,Không gian quán rộng rãi thoáng mát,positive
721,"1 spa thật sự quá tệ ,",negative
722,Lẩu gì nóng hổi thơm phức đây !,positive
723,Lại chất lượng đồ ăn thì ko nói nổi .,negative
724,"Không gian sang trọng , rộng rãi va thoải mái",positive
725,Ko bao giờ ghé lại lần 2 !,negative
726,bạn có thể lựa đồ thoải mái,positive
727,"- Gà rán hương vị lạ miệng , ngon",positive
728,"- Menu đồ ăn khá phong phú , giá thành rẻ",positive
729,Cơm trộn vẫn ngon như thường ^ ^,positive
730,Thích nhất mấy miếng đào,positive
731,+ Hủ tíu nai sa tế,negative
732,"Trên thực tế , món Bún Riêu Đà Lạt không phải như vậy !",negative
733,mình đến lần này là lần cuối : (,negative
734,Chắc chắn sẽ không bao giờ quay lại . 👎 🏻 👎 🏻 👎 🏻 ✔ ️,negative
735,"Nước dùng nhạt toèn toẹt , chẳng có vị gì",negative
736,50k là quá mắc !,negative
737,"trời , phải nói là NGON ĐẾN GIỌT CUỐI CÙNG .",positive
738,Một lần duy nhất và không bao giờ trở lại .,negative
739,"Vĩnh biệt , không bao giờ ghé đến nữa !",negative
740,Nhân viên phục vụ không nhiệt tình lắm .,negative
741,cho thêm trân châu trắng nữa,negative
742,Không recommend nha mấy bạn !,negative
743,Giá cũng cao chứ cũng đâu có rẻ .,negative
744,Mình sẽ ghé quán nữa .,positive
745,Đáng để đến và thưởng thức ! !,positive
746,Xin chân trọng kính mời,positive
747,"Phục vụ : Anh nhân viên đẹp trai , nhiệt tình .",positive
748,"Giá ko rẻ , chất lượng bthg .",negative
749,  Phu ̣ c vu ̣ đươ ̣ c,positive
750,"Chỗ để xe free , dễ lấy .",positive
751,Nước miso nhạt vs cả lợ lợ,negative
752,Cơm chiên ghẹ thì hơi khô,negative
753,Gà có nước sốt khá lạ,negative
754,2 / Chất lượng mỳ không như mong đợi !,negative
755,Tiramisu Homez là loại dở nhất,negative
756,Quán khá vắngg,negative
757,Quán mới làm lại ghế .,positive
758,Quán sạch sẽ gọn gàng trang trí trang nhã,positive
759,Nói chung không phù hợp và thất vọng .,negative
760,"Đồ ăn tệ quá, đừng đi tới đây nha.",negative
761,"Bạch tuộc 25k / 1 lạng , ướp quá mặn .    ",negative
762,"Bánh canh ngon , ngon thật ngon .",positive
763,Anh chị chủ quán phục vụ rất nhiệt tình .,positive
764,Quán cực thích hợp với hssv,positive
765,Thịt bò : ko ngon lắm,negative
766,Quán có không gian khá nhỏ và hơi tối ...,negative
767,"Quán hơi nhỏ , chật chội , đèn vàng tối quá",negative
768,thịt ướp khỏi nói hihihi,positive
769,"Mỳ rất khô , gà cũng khô",negative
770,Quán có mochi và bánh ngọt .,positive
771,  + nước lẩu : nói chung cũng đc,positive
772,Chắc chắn sẽ không quay lại !,negative
773,Nhạc đánh dở . Nghe mất hứng,negative
774,đi với người yêu thì hợp : ),positive
775,Ko nên ăn ở đây nhe ́ mọi ngươ ̀ i .,negative
776,  Nhân viên phục vụ chu đáo và tận tình ...,positive
777,"Buzza Pizza , phục vụ chưa có kinh nghiệm",negative
778,Có dịp sẽ quay lại ^ ^,positive
779,Giá cả thì tương đối là ok !,positive
780,▪ ️ Các bạn nhân viên phục vụ nhiệt tình,positive
781,"Thái độ thì hách dịch , rất khó coi .",negative
782,"Quán khá rộng , không gian ngoài trời .",positive
783,Không gian : rộng thoáng rất đẹp,positive
784,Nhân viên đông và khá nhiệt tình .,positive
785,"1 . nhân viên nghênh nghênh , kiệm lời , ko nhiệt tình",negative
786,Xung quanh có rất nhiều quán cơm bụi .,negative
787,Nhưng nói hung là tuyệt !,positive
788,Nhân viên nhìn rất hiền và thân thiện,positive
789,Nói chung là rất dở dở dở .,negative
790,"- có máy lạnh , máy quạt mát rượi",positive
791,Mic có dây hơi bất tiện,negative
792,"- sữa tươi quá chán , loãng mà mùi ngai ngái",negative
793,order ko đủ số lượng ko giao,negative
794,Không có menu nước uống,negative
795,- Hàng dây leo xanh còn dính rác,negative
796,"Đồ ăn đa dạng , ngon và nhiều",positive
797,Giá cả phải chăng với chất lượng như vậy,positive
798,wifi thỳ đến fb load ko nổi,negative
799,- Giá : Bình thường ko rẻ ko đắt,positive
800,"Quán khá nhỏ và nóng , hơi dơ .",negative
801,"Nhân viên giữ xe ok , nhiệt tình .",positive
802,Đồ ăn thì chỗ nào cũng như nhau ko bàn cãi,negative
803,- Sẽ ghé lại lần nữa .,positive
804,"- Nhân viên thân thiện , phục vụ chu đáo , chuyên nghiệp",positive
805,Tóm lại : đáng để thử : 3,positive
806,  Giá rẻ hơn CGV,positive
807,"- Bữa mua đem về , phục vụ cực chậm 😓",negative
808,Nhân viên ko nhiệt tình đó giờ rồi,negative
809,Nói chung là ở đây rất tuyệt !,positive
810,- Đồ chiên không phải nướng .,negative
811,nên cân nhắc khi quay lại,negative
812,Nhưng mùi vị thì ôi thôi không dám ghé nữa,negative
813,"Quán rộng rãi , thoáng mát , sáng sủa",positive
814,"Thích nhất là sầu riêng , thơm lừng quyến rũ . : )",positive
815,Ghé lần đầu coi như lần cuối ... . .,negative
816,Đồ ăn ngon đừng hỏi luôn 😍 😍 😍,positive
817,"Kim chi ngon , gọi thêm thoải mái .",positive
818,Tầng hầm nhà vẹ sinh sạch sẽ,positive
819,Nhưng dài lâu thì nên khắc phục !,negative
820,Không gian rạp cũng khá lớn .,positive
821,Mà đồ ăn làm lâu dã man -   -,negative
822,Đồ uống không ngon quá đắt ! ! ! ! !,negative
823,Ko ngon như mình tưởng .,negative
824,Khoai + kem : ngon . Nên thử .,positive
825,"- phục vụ khá ok , nhiều nv",positive
826,K chú ý khách cần gì .,negative
827,Giờ post hình mà nhìn thèm 😭 😭 😭,positive
828,Nhân viên rất thân thiện và lịch sự .,positive
829,Đồ ăn ngon giá cả lại bình dân,positive
830,Nói tóm lại là một lựa chọn hợp lý : ),positive
831,Có anh nhân viên đẹp trai thân thiện,positive
832,Ở đây bán đồ uống cũng bình thường . Ỵaki ngon .,negative
833,- Không nên tính tiền khăn ăn .,negative
834,Bãi giữ xe miễn phí rộng rãi,positive
835,"Thức ăn : vị ngon , menu phong phú hấp dẫn",positive
836,Đã vậy view còn đẹp nữa : 3,positive
837,Quán nhỏ trang trí khá xinh,positive
838,Dịch vụ bình thường không có gì đặc sắc,negative
839,Bột ngon không bị ngán,positive
840,Hơi thất vọng nên mình quay xe về luôn 😔,negative
841,Phù hợp với người đi làm,positive
842,Nhiều cây cảnh nên cảm giác rất nhẹ nhàng .,positive
843,Sẽ ko bao giờ quay lại,negative
844,Không bao giờ ghé lại trong đời ! ! ! !,negative
845,+ đồ ăn đem ra nóng hổi nhé,negative
846,Sữa đậu loãng và pha nhiều đường,negative
847,Ngồi tầm 10 phút thì về .,negative
848,Chia tay không ăn luôn . èo,negative
849,Nói chung là kbh quay lại,negative
850,Nhưng nhân viên phục hách dịch thôi rồi .,negative
851,"Đồ dimsun đông lạnh , không ngon .",negative
852,Mì ramen gà chiên ko ngon lắm,negative
853,Lần sau sẽ ghé tiếp .,positive
854,Đường xa thì mặc đường xa,positive
855,Nước không có gì   đặc sắc .,negative
856,Cơm trộn nhạt quá mức quy định ... .,negative
857,Nhưng đồ nướng ăn nhạt nhẽo,negative
858,Thịt thì mỡ tràn ngập : v,negative
859,Ăn mà bỏ luôn là hiểu ...,negative
860,"Gà mềm , hình như công nghiệp : v",negative
861,Nhân viên tuy đông nhưng phục vụ chậm chạp .,negative
862,"Ăn rồi , không đặc biệt như mình tưởng tượng .",negative
863,Phục vụ dễ thương lắm lắm luôn .,positive
864,"Đồ uống pha chế ngon , cốc to : ) )",positive
865,- vị chả có gì đặc sắc,negative
866,Nói chung là ăn cũng đc !,negative
867,"Chỗ ngồi quá lộn xộn , không đẹp !",negative
868,Quán dễ thương quá chị ơi !,positive
869,Vị trí quán cũng dễ tìm .,positive
870,hmmm giá đắt so với chất lượng,negative
871,Trà sữa k ngon như nhg chi nhánh khác .,negative
872,chắc chắn sẽ qay lại dài dài ...,positive
873,+ Bò nướng xả cây 77K,positive
874,Giữ xe miễn phí nữa nhé .,positive
875,Sẽ quay lại lần nữa ! !,positive
876,Chắc chắn ko muốn quay lại,negative
877,Quán cách nhân viên phục vụ khá tệ .,negative
878,Mình order phần gà cay phô mai,positive
879,Nhân viên xinh và đẹp zai nhưng mặt khó đăm đăm,negative
880,Mong quán nhiều khách nha ♡,positive
881,"Trà sữa ngon , vị đậm",positive
882,Phải oder 4 lần mới đc : (,negative
883,"Địa điểm quán đẹp , dễ tìm",positive
884,"Quán rộng r Ãi , nhân viên nhiệt tình",positive
885,Nhân viên hay yêu cầu tính tiền trước .,negative
886,nhất định phải đến ăn nữa,positive
887,Không ngon như lần đầu,negative
888,Sẽ còn quay lại dài dài .,positive
889,Giá cả cũng không phải rẻ .,negative
890,- Nhân Viên rất nhiệt tình và dễ thương .,positive
891,Sẽ tiếp tục ghét thăm < 3,positive
892,"- Không gian nhỏ nhắn , lịch sự , bàn ghế gỗ .",positive
893,5 . Quản lý và nhân viên thân thiện,positive
894,"Không gian quán thoáng mát , sạch sẽ .",positive
895,2 . mùi như cá khô,negative
896,noi chung minh ko vui,negative
897,Chắc chắn sẽ quay lại Hanuri ! ! ! !,positive
898,Há cảo trứng cực kì ngon,positive
899,Nói chung sẽ ghé quán dài dài,positive
900,Các chị nv lại nhiệt tình 👍 👍 👍,positive
901,"- Toạ độ : dễ kiếm , ngõ nhỏ .",positive
902,Nhân viên không được lẹ làng trong cách phục vụ,negative
903,"Đồ uống hợp khẩu vị , giá phải chăng .",positive
904,ko rộng và ko đẹp,negative
905,Nhân viên nhiệt tình và phục vụ nhanh nhẹn,positive
906,Và Palace Cafe là lựa chọn của chúng tôi .,positive
907,Nhân viên khá nice với khách hàng .,positive
908,  nhân viên bình thường khá lạnh lùng .,negative
909,+ Chân gà hấp tàu xì,negative
910,Quán theo phong cách khá gíông urban station .,negative
911,"- Không gian hơi nhỏ , không được riêng tư",negative
912,Chắc chắn sẽ quay lại đây !,positive
913,"- Nhân viên khá dễ thương , lúc nào cũng cười .",positive
914,"- Nêm nếm món ăn vừa phải , ngon .",positive
915,Sẽ không ghé quán nữa,negative
916,Món thì chẳng đâu vào đâu - Phục vụ lâu thôi rồi .,negative
917,"vẫn kiểu phục vụ cũ , chờ lâu ế .",negative
918,Thề không bao giờ đi ăn ở đây nữa,negative
919,3 . Chất lượng đồ ăn qá tệ,negative
920,Gọi bông cúc 10k uống dở tệ .,negative
921,"Địa điểm rộng rãi , chơi rất thoải mái",positive
922,  Không gian nhà hàng khá là đẹp   : ) ),positive
923,Vi trí : dễ tìm . rộng rãi,positive
924,Đồ uống ở đây khá ngon .,positive
925,- Chỉ muốn tới woài thôi : ) ) ),positive
926,"Ba chỉ chiên ngon , ướp đậm đà",positive
927,Sapoche thì đã nồng nặc mùi lên men rượu .,negative
928,Bún đậu mắm tôm : 22k,positive
929,Chắc chắc sẽ quay lại !,positive
930,Đồ uống k tương xứng với giá là 3 .,negative
931,"Tuy nhiên , một số điều quán cần lưu ý :",positive
932,"Thức ăn nấu vừa miệng , phục vụ nhanh .",positive
933,"- Nhân viên nhanh nhẹn , thân thiện , phục vụ tốt .",positive
934,: ( chỉ có hình dáng giống thui,negative
935,Miếng đào thì nhão nhão,negative
936,Nói chung sẽ k quay lại nữa !,negative
937,"Giá cả vừa phải , ăn no căng",positive
938,Mình thích món salad nhất,positive
939,Nói chung là hài lòng tuyệt đối về trải nghiệm .,positive
940,Quán yên tĩnh . Giá cả phải chăng . Phục vụ tận tình ^ ^,positive
941,"Quán có không gian rộng rãi , dễ chịu",positive
942,Nhân viên gửi xe vẫn dễ thương .,positive
943,Nhân viên lúc mình đến cũng vui vẻ .,positive
944,"Không gian dễ thương , màu sắc ấm áp vui tươi .",positive
945,Mốt phải ghé nữa thôi .,positive
946,Chủ phục vụ luôn nên rất hời hợt .,negative
947,Màu sắc và hương vị khá phong phú,positive
948,"Hủ tiếu mua về , nguội nên nước lèo mặn lại ! ! !",negative
949,1 đi không muốn quay lại,negative
950,Nhân viên : nhanh nhẹn nhiệt tình và tươi cười .,positive
951,"Đông ơi là đông , phải xếp hàng",positive
952,+ Không gian : hơi nhỏ so với quy định,negative
953,Sò không được thơm và ngọt .,negative
954,"Quân rộng thoáng , dễ tìm !",positive
955,Nhân viên đông nên phục vụ nhanh .,positive
956,Sẽ ko có lần sau,negative
957,6 . Nhà vệ sinh cũng rất sạch sẽ .,positive
958,Hình ảnh chỉ mang tính chất lừa đảo,negative
959,Nói chung không thích ở đây .,negative
960,"Cũng tạm ổn thôi , đồ uống đắt .",negative
961,Mình thích nhất là chi nhánh lê văn sỹ : ),positive
962,Sẽ không bao giờ quay lại . Never .,negative
963,"+ Vị trí : mặt đường Tràng Tiền , dễ tìm .",positive
964,"  Đồ ăn thức uống ngon , chất lượng",positive
965,Giá 30k tương đối cao,negative
966,"Thực đơn phong phú đa dạng , giá siêu rẻ .",positive
967,Ghé quán nhiều lần rồi,positive
968,tống chào chú và không thân ái nhé,negative
969,Được cái cho thêm ly nước dừa uống .,positive
970,Nói chung là sẽ kbh quay lại 👌 🏻,negative
971,- Giá cũng như các quán khác .,negative
972,Giá cả : rẻ hơn pepper lunch,positive
973,"nhân viên phục vụ thân thiện , cười nhiều .",positive
974,"Canh ko đậm đà , cảm thấy lạt .",negative
975,Nói cho mọi người rút kinh nghiệm nhé ! ! 😣 😣,negative
976,Bó tay nhất là chơi nhạc club ... .,negative
977,Chưa bao giờ tệ như hôm nay .,negative
978,- Một đi không dám quay lại .,negative
979,Ly nước hotgirl 32k,positive
980,- Ăn mà cứ hít hà : 3,positive
981,* Duy nhất ko thích cái nền gạch trắng đen,negative
982,bù lại đc nhân viên nhiệt tình,positive
983,"Nhân viên cũng vậy , dễ thương , nhiệt tình .",positive
984,Thái độ nhân viên phục vụ thiếu chuyên nghiệp,negative
985,Giá cả ko tuơng xứng vs chất lượng .,negative
986,"Nhân viên thân thiện , chu đáo với khách hàng .",positive
987,"thix mù tạt ở đây , cay nồng : ) )",positive
988,Kết luận : 1 đi không trở lại ...,negative
989,Menu phong phú với nhiều món,positive
990,Sẽ ko trở lại quán thêm lần nào nữa,negative
991,"Sữa tươi cực thơm , ngọt vừa",positive
992,Sẽ không trở lại đây nữa,negative
993,Trứng 10 cái tương đối oke .,positive
994,Quán có nhiều điểm yếu :,negative
995,Tới khi đến thử ... thất vọng .,negative
996,Hi vọng quán làm ăn cho đàng hoàng lại .,negative
997,"Đồ ăn không ngon , món nào đều khó ăn ! ! ! ! ! ! !",negative
998,Kem bạc hà bất hủ xủa Thủy tạ .,positive
999,Giá thì quá mắc so với chất lượng .,negative
1000,Nhất định sẽ ghé quán ăn tiếp .,positive
1001,Giá cả chưa phải là rẻ,negative
1002,"+ Dzú dê thì mỡ quá , ăn ớn ớn",negative
1003,"quán thì chật , không gian bít bùng",negative
1004,"- Khắc Serri đầy đủ , in chìm Chữ Rayban",positive
1005,Nhân viên kiểu như nổi tiếng nên k cần khách .,negative
1006,Vậy mak tăng giá cao quá trời,negative
1007,Địa điểm yêu thích của gia đình mình !,positive
1008,Quán siêu bẩn nữa ạ !!,negative
1009,Đến hai lần đều ra vẻ thái độ như vậy ! !,negative
1010,"Tổng thiệt hại 17k , khá hài lòng .",positive
1011,Tốn tiền ghê,negative
1012,Ăn cũng thường k xuất sắc,negative
1013,Về phần bánh thì trứng muối béo,positive
1014,Lời nhắn đến anh Jun :,positive
1015,"món ăn ngon , tươi , rẻ .",positive
1016,Đồ uống toàn đường với hóa chất 8 - },negative
1017,"+ Bún đậu mắm tôm ngon , nhiều , bắt mắt",positive
1018,Sẽ không quay lại lần nữa .,negative
1019,Các món nên thử như là :,positive
1020,nhân viên cũng chẳng thân thiện gì nữa : |,negative
1021,- Nhà vệ sinh rất là sạch sẽ luôn ...,positive
1022,bánh mì nguội nên ăn mất ngon ...,negative
1023,"Nước dùng mì đậm đà , kimbap ngonnnnn .",positive
1024,Nói chung bên đây hoàn toàn thất vọng,negative
1025,    > Không bao giờ ghé lại quán này nữa .,negative
1026,Nói chung ko lung linh như trên insta hay quảng cáo    ,negative
1027,"Tóm lại là , k quay lại nữa ! ! - . -",negative
1028,Cảm ơn anh - Thương nhiều lắm luôn ! ! ! !,positive
1029,"Nhân viên phục vụ cũng nhiệt tình , thân thiện .",positive
1030,Cảm ơn đồng tiến hoàng diệu nhé,positive
1031,* Nói chung là Peachie sieu lý tưởng .,positive
1032,"Cuối tuần nên đông khủng khiếp , ngồi nóng nực , hun khói",negative
1033,- Quán có ko gian nhỏ !,negative
1034,Thứ 1 : Nước lèo   ko ngon,negative
1035,"+ Phục vụ : tốt , nhiệt tình , đồng phục đẹp .",positive
1036,Nói chung là thất vọng quá nhèooo,negative
1037,  Phục vụ quá thiếu chuyên nghiệp :,negative
1038,Thực sự chẳng ngon gì cả .,negative
1039,Đem về kíp giấy < 3,positive
1040,Thích hợp để đến học bài,positive
1041,3 / đóng góp ý kiến ko tiếp thu 1 cách chân thành !,negative
1042,"Cánh gà ăn được , lườn gà khô .",negative
1043,Tận tình và ép buộc là hai khái niệm khác nhau .,negative
1044,Đồ uống thì cũng khá ổn,positive
1045,Chắc là k dám đến lần 2,negative
1046,"- Mực nướng vừa tới , sốt ngon .",positive
1047,Sẽ gé lại dài dài dài,positive
1048,Rất hài lòng về nơi này .,positive
1049,Mấy bạn phục vụ thì bình thường,negative
1050,Theo mình nhận xét khách quan thì :,positive
1051,"Nhân viên phục vụ nhanh nhẹn , vui vẻ , nhiệt tình .",positive
1052,"Phuc vu : nhanh nhẹn , nhiệt tình : ) ) ) vui vẻ .",positive
1053,Giá cả thì rẻ bất ngờ luôn .,positive
1054,"Quán khá mát mẻ , phục vụ nhiệt tình",positive
1055,Trà đào vị khá nhạt .,negative
1056,"Nhân viên phục vụ cũng tốt , quán đẹp .",positive
