id,text,label
344,"thầy rất vui tính , giảng hay và kỹ .",positive
345,"chưa có nhiều tiết làm bài tập , chữa bài tập trên lớp .",negative
346,"đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone .",negative
347,chỉ có vấn đề thầy dạy hơi nhanh .,negative
348,"bỏ môn này hoặc đưa ra chương trình học đơn giản , dễ hiểu hơn cho sinh viên , nắm chắc còn hơn học nhiều mà chẳng được bao nhiêu .",negative
349,chỉ thông báo trên lớp sẽ khó tránh sai sót .,negative
350,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .,negative
351,"lại dùng visual studio 2005 nên tôi xin có ý kiến về việc nâng cấp bản visual studio lên 2008 , 2010 để việc học và thi trở nên dễ dàng , hiệu quả hơn !",negative
352,có lúc làm bài sai giáo viên nói làm hơi tự ái .,negative
353,"cô giảng nhiệt tình , dễ hiểu .",positive
354,"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",negative
355,thầy cần tập trung thật nhiều vào phần trọng tâm trọng điểm mà môn học đã được đề ra .,negative
356,"chưa sinh động , hiệu quả giảng dạy kém hữu ích .",negative
357,"thầy giảng nhanh và cách truyền đạt hơi khó hiểu , đưa ra khá ít ví dụ để sinh viên có thể hiểu bài rõ hơn .",negative
358,"ân cần , tận tụy .",positive
359,sự thân thiện và tận tình đối với học viên .,positive
360,"giảng viên thường xuyên đi trễ , việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình .",negative
361,hy vọng học kỳ sau có thể học được với cô .,positive
362,"thầy dạy hay , tận tình góp ý từng bài .",positive
363,thân thiện với sinh viên .,positive
364,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,negative
365,"cách dạy hay , tạo động lực cho sinh viên .",positive
366,giảng viên cho bài tập hay .,positive
367,"thầy thường xuyên đi trễ , có tuần thì trễ 30 - 45 phút , có một tuần trễ tận 1 tiếng ( lúc này sinh viên đã ra về ) .",negative
368,"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .",positive
369,thầy dạy không hiệu quả .,negative
370,cách dạy của giáo viên rất tốt .,positive
371,giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .,negative
372,các thiết bị âm thanh cần được đảm bảo hơn .,negative
373,lấy ví dụ từ thực tế dễ hiểu !,positive
374,"giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên .",positive
375,"hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .",negative
376,"thầy ơi giảng bài tự tin lên thầy , nói nhiều khi nhỏ quá không ai nghe được .",negative
377,nên có phần đáp án bài tập tham khảo cho các deadline bài tập .,negative
378,"giáo viên lúc dạy lúc không , không dạy cũng không thông báo , sinh viên tốn thời gian , công sức , tiền bạc rồi ngồi đợi và đi về .",negative
379,chất lượng môn học hiện tại rất tốt .,positive
380,không hiểu gì khi ngồi nghe trong lớp .,negative
381,môn này khá trừu tượng nên mong thầy có nhiều liên tưởng tới thực tiễn hơn để chúng em có thể hiểu .,negative
382,"sự tận tâm , nhiệt tình và truyền đạt kiến thức cần thiết cho sinh viên .",positive
383,đề nghị tăng thời gian thưc hành .,negative
384,không được làm những chuyện riêng trong lúc dạy thực hành .,negative
385,"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",negative
386,cô dạy rất tâm huyết và hiệu quả .,positive
387,"thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn .",negative
388,thầy trình bày bài giảng lộn xộn .,negative
389,khi học sinh nào có ý kiến muốn phát biểu thì thầy tranh luận tới cùng .,negative
390,nên kinh mong nội dung môn học được giảm tải cho phù hợp hơn với đặc thù của một trường công nghệ thông tin .,negative
391,"sự nhiệt tình , tận tâm của giảng viên .",positive
392,phải nâng cấp phòng máy .,negative
393,nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,negative
394,thường xuyên cho nghỉ mà không thông báo .,negative
395,"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",positive
396,đó là việc giáo viên vừa giảng bài vừa code cho xem dễ hiểu và hình tượng ra những gì giáo viên muốn truyền đạt !,positive
397,thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !,negative
398,"còn khắt khe điểm quá , cho kiểm tra quá nhiều .",negative
399,phong cách giảng bài của thầy rất gần gũi với sinh viên !,positive
400,"thầy dạy hay , dễ hiểu , vui tính .",positive
401,trao dồi thêm về kỹ năng speaking và listening .,negative
402,phòng học ồn do cạnh khu xây dựng .,negative
403,"thầy không cung cấp đủ tài liệu trên website môn học , toàn bộ tài liệu sinh viên phải đi nhờ mấy bạn lớp khác để có tài liệu mà học .",negative
404,phòng máy không sử dụng được .,negative
405,nói sâu về vấn đề khó .,negative
406,"thầy dạy rất nhiệt tình , khi dạy thầy luôn đi tới từng sinh viên để hướng dẫn .",positive
407,"giảng viên cần chuẩn bị giáo án trước khi đến lớp , giảng viên diễn đạt không tốt cần phải học cách diễn đạt cho sinh viên dễ hiểu .",negative
408,"dạy chưa được kỹ lắm , điểm nên thoáng hơn .",negative
409,"dễ tính , thoải mái , không gây áp lực , tạo động lực phát biểu .",positive
410,"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",negative
411,giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,positive
412,"giáo viên nên giảng bài cho học sinh , không nên ngồi để học sinh tự nghiên cứu .",negative
413,cảm ơn cô rất nhiều .,positive
414,thầy dạy ứng dụng thực tế nên rất dễ hiểu .,positive
415,hình như em đăng ký thầy dạy mà thầy dạy mấy buổi người khác dạy mấy buổi thì phải .,negative
416,nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,negative
417,"thầy dạy hay , quan tâm học sinh , nhiệt tình .",positive
418,giảng viên dạy rất dễ hiểu .,positive
419,"giảng bài dễ hiểu , dễ vận dụng .",positive
420,"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",positive
421,"giảng viên nhiệt tình , hết mình truyền đạt kiến thức .",positive
422,đảm bảo đầy đủ khối lượng kiến thức cần có của môn học .,positive
423,"giảng viên thân thiện , quan tâm tới sinh viên .",positive
424,"chưa có nhiều hoạt đọng nhóm hay thuyết trình , chưa được đi thực tế doanh nghiệp .",negative
425,cần cung cấp thêm tài liệu học tập môn học này .,negative
426,"chấm điểm quá nhiều , chưa quá quan tâm đến việc sinh viên đã hiểu hay chưa .",negative
427,"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",negative
428,"em còn chưa thấy mặt thầy nữa , hoặc có nhưng quên rồi colondoublesurprise .",negative
429,"thầy giảng dạy nhiệt tình , dễ hiểu .",positive
430,thầy cho nghỉ hơi nhiều .,negative
431,"thầy dễ tính , dạy dễ hiểu , thầy dạy hay .",positive
432,có những cái học không biết để làm gì sau này vậy tại sao không giảm tải nó đi .,negative
433,thầy ra bài tập nhiều nâng cao năng lực thực hành .,positive
434,"thầy dạy nhiêt tình , kỹ càng !",positive
435,"giảng viên nhiệt tình , giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu thêm ngoài chương trình .",positive
436,"giáo viên lên lớp đúng giờ , giảng bài sôi động .",positive
437,máy ở phòng thực hành quá tệ .,negative
438,"không nên "" hù dọa "" sinh viên ở phía trước mỗi bài toán mà phải biến nó thành đơn giản để thực thi bài toán giảng viên cần phải làm những bài tập mẫu hơn là cho mấy trăm bài tập .",negative
439,"giáo viên hướng dẫn chi tiết , nhiệt tình với sinh viên .",positive
440,cô khá tận tâm cho học sinh .,positive
441,giảng viên dạy có phần hơi nhanh .,negative
442,nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,negative
443,"giáo viên luôn tận tâm , nhiệt tình và có sự tương tác cao với sinh viên .",positive
444,giảng viên giảng bài kỹ .,positive
445,nhiều kiến thức nói nhanh và khó hiểu .,negative
446,cô dạy hay và dễ hiểu và rất nhiệt tình .,positive
447,"chúc các thầy cô , anh chị làm việc vui vẻ !",positive
448,sửa chữa những thiết bị máy tính hư trong phòng máy .,negative
449,qua kỳ sau mong thầy có thể tìm ra được một phương pháp dạy phù hợp giúp bọn em cảm thấy hứng thú với môn học của thầy .,negative
450,thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,negative
451,điều em hài lòng nhất đó là giảng viên nhiệt tình va luôn tạo được cảm giác hứng thú khi mà học tiếng anh .,positive
452,cô giảng hướng dẫn nhiệt tình .,positive
453,thầy cho khá nhiều bài tập đa dạng .,positive
454,"em mail bổ sung bài thực hành giáo viên không hồi đáp , mail xin sửa điểm giảng viên không reply đồng ý xem xét hay không đồng ý .",negative
455,"thầy đưa ra những ví dụ rất nhạy cảm , đặc biệt là đối với những bạn nữ .",negative
456,"cô dạy rất dễ hiểu , cô vui tính nữa colonbigsmile .",positive
457,giảng dạy tốt và có tâm .,positive
458,thời gian bài tập tương đối tốt .,positive
459,giáo viên rất tận tâm nhiệt tình .,positive
460,"thầy nhiệt tình giảng dạy , nhiều vấn đề rất hay cần thiết cho sinh viên .",positive
461,tận tâm và rất cập nhật thông tin cho sinh viên .,positive
462,giảng viên giảng hơi nhanh một số phần .,negative
463,cô rất dễ thương và được nhiều sinh viên yêu quý ạ .,positive
464,"nhiệt tình giảng dạy , gần gũi với sinh viên .",positive
465,"thầy rất thẳng thắng trong các cuộc nói chuyện , giảng bài , điểm thi .",positive
466,bài tập không cho ví dụ về nhà để xem lại .,negative
467,"giảng viên nhiệt tình , giải nhiều bài tập .",positive
468,giảng viên đôi khi đến lớp muộn .,negative
469,"thầy không đảm bảo giờ lên lớp , nếu có nghỉ thầy cũng không thông báo trước rất vô lý .",negative
470,thầy thân thiện vầ nhiệt tình .,positive
471,"giảng dạy nhiệt tình , quan tâm tới sinh viên .",positive
472,"giáo viên giảng dạy đúng giờ quy định , nội dung bài học sinh động .",positive
473,giảng viên truyền đạt còn chưa tốt .,negative
474,giúp chúng em học tập tốt hơn .,positive
475,dạy hơi cao so với năng lực .,negative
476,em nghĩ thầy nên up slide trước mỗi buổi học để sinh viên có thể xem bài trước ở nhà thay vì up slide sau mỗi buổi học ạ !,negative
477,môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .,negative
478,cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,negative
479,thầy giảng dạy rất nhiệt tình và vui tính .,positive
480,"thầy rất vui tính , giảng dạy rất hay !",positive
481,cần cho slide về đọc .,negative
482,"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên .",negative
483,cho bài tập hơi khó .,negative
484,"thầy dạy tận tình , tạo không khí mới mẻ cho buổi học .",positive
485,"hòa đồng , thân thiện với sinh viên .",positive
486,"dạy dễ hiểu , gần gũi sinh viên .",positive
487,thầy dạy tốt không phụ thuộc nặng vào chương trình .,positive
488,thầy wzjwz107 dạy rất tốt và giúp chúng em học thêm các kỹ năng mềm .,positive
489,"lắp quạt phù hợp vì phòng có 2 dãy quạt 2 bên nhưng ngồi ở dãy giữa vẫn nóng , cần có màn che cửa sổ và có ổ cắm điện .",negative
490,thường thì 8h kém 10 mới bắt đầu học .,negative
491,"thầy theo rất sát sinh viên chúng em trong từng buổi học , thầy luôn làm ví dụ để sinh viên dễ dàng hơn trong việc code .",positive
492,"dùng những công nghệ phổ biến , nên tham khảo khung chương trình của khoa để biết sinh viên đã biết được những gì rồi .",negative
493,cách giảng dạy của thầy rất tuyệt vời rất sát với thực tế .,positive
494,tổ chức các cuộc thi liên quan tới kỹ năng giao tiếp anh văn .,positive
495,nội dung thực hành không hỗ trợ nhiều cho nội dung lý thuyết .,negative
496,"hướng dẫn thực hành kỹ lưỡng , đảm bảo sinh viên hiểu được cách làm .",positive
497,"môn học có 5 lab mà chỉ học 2 lab là thi cuối kỳ , thầy nên lên lớp đủ số buổi quy định .",negative
498,"giảng viên nhiệt tình , tâm huyết với sinh viên .",positive
499,"cách dạy của cô hay , thú vị , tạo động lực .",positive
500,"phòng học quá nóng , máy chiếu mờ .",negative
501,cô rất vui và rất gần gũi với học sinh .,positive
502,"nhiệt tình , tâm huyết với sinh viên .",positive
503,cập nhật kiến thức thực tế .,positive
504,gửi mail mà không thấy cô trả lời .,negative
505,thầy cần giải những ví dụ ra trên bảng để sinh viên dễ hiểu hơn .,negative
506,trong khi giảng nói nhỏ quá .,negative
507,giáo viên tốt và nhiều năng lượng .,positive
508,truyền đạt chưa tốt lắm .,negative
509,những gì quan trọng cần nắm bắt và tìm hiểu thêm .,negative
510,còn trong bài thầy dạy hơi nâng cao nên không kịp tiến độ chương trình học .,negative
511,cần bổ sung phần kiến thức pattern severside .,negative
512,thầy dạy sát theo slide nhưng một số kiến thức bài tập lại khó hơn nhiều .,negative
513,vui vẻ hòa đồng nhiệt tình chỉ bao nhiêu đối với một giáo viên là đủ .,positive
514,cô dạy chậm dễ hiểu .,positive
515,anh văn là môn học quá khó đối với em .,negative
516,"thầy dạy vui dễ hiểu , không khí lớp học thoải mái .",positive
517,thêm phần anh văn chuyên ngành vào nội dung học .,negative
518,thầy thân thiện dạy nhiệt tình .,positive
519,"đi đúng giờ , dạy đủ kiến thức .",positive
520,"đồng thời , những câu hỏi thầy đặt ra rất sát và đòi hỏi kiến thức sâu so với bài học .",positive
521,thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,negative
522,"thầy dạy khá nhiệt tình , vui tính .",positive
523,"nội dung môn học còn khô , cứng !",negative
524,"cô dạy dễ hiểu , hỗ trợ tốt cho các bạn .",positive
525,"thầy có kiến thức sâu rộng , chúng em cần phải học hỏi nhiều ở thầy .",positive
526,giảng viên nhiệt tình vui vẻ .,positive
527,cập nhật điểm thực hành và nhận xét đầy đủ .,positive
528,đôi khi còn giảng dạy khô cứng .,negative
529,chưa có nhiều kinh nghiệm về kiến thức .,negative
530,"sinh viên đến lớp mà không thấy giáo viên , rồi bị đuổi về .",negative
531,"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác .",negative
532,"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",positive
533,theo em thì nên thi phòng máy nào có visual 2013 trở lên .,negative
534,"giảng dạy tốt , chỉ bảo tận tình .",positive
535,giáo viên truyền đạt được tất cả các nội dung bài học .,positive
536,"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",negative
537,"có thể phần thực hành sinh viên sẽ có hai sự lựa chọn doubledot tự xây dựng một chương trình phân loại văn bản , như vậy chương trình sẽ có thể không xử lý được những đoạn văn bản phức tạp hoặc lớn thế nên cách chấm điểm sẽ có phần nương tay đối với phần áp dụng này .",negative
538,chưa có slide giảng dạy hiệu quả .,negative
539,thời gian thực hành cần nhiều hơn .,negative
540,thầy dạy rất hay và rất vui .,positive
541,cung cấp kiến thức trọng tâm .,positive
542,cần tăng thời gian học .,negative
543,em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,negative
544,thầy wzjwz83 rất nhiệt huyết trong việc giảng dạy .,positive
545,chỉ dẫn cách giải bài tập rõ ràng .,positive
546,giảng dạy kết hợp các hoạt động giải trí có hiệu quả .,positive
547,"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",negative
548,"mặc dù nhiệt tình nhưng khi truyền đạt thì lại khó hiểu , sử dụng ngôn từ gây khó khăn cho việc hiểu bài .",negative
549,"giảng viên vui tính , thân thiện .",positive
550,lý thuyết và thực hành nên đi đôi với nhau .,negative
551,tạo không gian học tập vui vẻ !,positive
552,thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác .,negative
553,chưa có thời gian cho sinh viên ngẫm nghĩ điều mình mới học mà đã qua nội dung khác để theo kịp chương trình .,negative
554,"dạy nhiệt tình , theo sát môn học .",positive
555,"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",positive
556,thêm các buổi học ngoại khoá .,negative
557,"thầy wzjwz262 nhiệt tình , truyền đạt tốt kiến thức , giới thiệu thêm nhiều nguồn tài liệu cho sinh viên .",positive
558,nhiều phần trong slide bài giảng của giảng viên không chính xác .,negative
559,vì tính cô kỹ nên đôi lúc nói quá nhiều về một vấn đề ( lặp đi lặp lại ) làm mất thời gian trên lớp và sử dụng giờ học không hiệu quả .,negative
560,"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",positive
561,phương pháp giảng dạy còn khó hiểu .,negative
562,"cô nói hơi nhỏ , nếu lớp ồn sẽ khó nghe .",negative
563,thương xuyên ôn tập kiến thức .,positive
564,"hình thức giảng dạy hay , thông qua các mini game để truyền đạt kiến thức .",positive
565,"giảng viên giảng bài có hiệu quả , kết hợp giữa lý thuyết và chương trình giúp sinh viên có thể nắm rõ .",positive
566,phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,negative
567,"giảng viên giảng dạy rất nhiệt tình , luôn đến lớp đúng giờ , quan tâm đến việc học tập của sinh viên .",positive
568,"thầy toàn đưa ra yêu cầu nhưng không giảng dạy , có những bài tập thầy chỉ quăng code để sinh viên tự đọc tự hiểu chứ không hề giải thích gì cả !",negative
569,đề thi môn dài sinh viên làm không đủ thời gian .,negative
570,sử dụng giờ học hiệu quả .,positive
571,"thầy nên dạy thực hành chỉ cặn kẽ hơn , giúp sinh vên nắm bài tốt hơn .",negative
572,thầy dạy vui hiệu quả tận tình .,positive
573,"thầy dạy thực tế , nhiệt tình với sinh viên .",positive
574,"thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm .",negative
575,cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .,negative
576,cô chưa nắm bắt được thực trạng học của sinh viên .,negative
577,nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên .,negative
578,cô chưa có nhiều kênh bài tập cho sinh viên .,negative
579,"cô nhiệt tình , giúp đỡ sinh viên , tạo không khí học tập thoải mái .",positive
580,có khả năng truyền đạt tốt .,positive
581,"giảng viên nhiệt tình , vui vẻ , hoà đồng , gần gũi giúp sinh viên khá nhiều trong việc tiếp thu kiến thức .",positive
582,"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng .",negative
583,"hòa đồng , vui tính .",positive
584,giảng viên nên cung cấp tài liệu học tập cho sinh viên !,negative
585,cách truyền đạt chưa giúp sinh viên hiểu được tổng quát của vấn đề !,negative
586,"dạy nghiêm túc , vui .",positive
587,hạn chế dạy bằng slide .,negative
588,"giảng viên tâm huyết , nhiệt tình , hiểu tâm lý học sinh .",positive
589,tới khi đi làm thì không chuyên về lĩnh vực nào .,negative
590,"nội dung môn học chưa thống nhất , mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm .",negative
591,giảng viên chỉ đọc lướt qua slide bài giảng rồi giao bài tập .,negative
592,chưa nhận được gì từ môn học này .,negative
593,"giảng viên vui vẻ , tận tình .",positive
594,cá nhân em thấy đôi khi nhìn thầy em cảm thấy hơi sợ sợ .,negative
595,"giảng viên nhiệt tình , phương pháp giảng dạy dễ hiểu .",positive
596,nên tổng hợp ý chính các bài để ôn .,negative
597,"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",positive
598,"thầy dạy rất hay , chi tiết .",positive
599,"cô rất chu đáo , nhiệt tình .",positive
600,thầy giáo dạy nhiệt tình .,positive
601,em không thích cách giảng dạy của thầy wzjwz86 cho lắm .,negative
602,em nghĩ nội dung thực hành nên gần với đồ án hơn .,negative
603,tôi cảm thấy giảng viên dạy rất tốt .,positive
604,cô giảng có hơi khó hiểu .,negative
605,có lúc thầy lạc đề .,negative
606,"cô giảng dạy tận tình , luôn quan tâm đến học sinh .",positive
607,"thường xuyên đi ra ngoài , điện thoại , skype liên tục reo .",negative
608,"thầy rất hay đi trễ , giờ học cũng bị kéo đài ra , những bạn có việc phải bỏ về trước .",negative
609,cách nói chưa lôi cuốn .,negative
610,"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",negative
611,"môn này rất khó kiếm tài liệu , phần lớn kiếm được lại là tài liệu tiếng anh .",negative
612,"giảng viên chưa đi sâu vào bản chất của vấn đề , em chỉ học thôi mà không biết bản chất của nó là gì nó có ứng dụng gì sau này cho chuyên nghành của em .",negative
613,cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,negative
614,cho nhiều bài tập và hướng dẫn giải rõ ràng .,positive
615,cho ôn tập một đường ra đề một kiểu .,negative
616,giảng viên hay cho nghỉ học mà không báo trước .,negative
617,thi thoảng nghỉ học không thông báo trên daa .,negative
618,giảng viên tăng cường giải đề của các năm .,positive
619,thầy rất hiểu tâm lý của sinh viên .,positive
620,giảng phần bài tập hơi nhanh .,negative
621,cần cân bằng việc giảng dạy giữa sinh viên yếu và khá trở lên .,negative
622,"giảng viên nhiệt tình , luôn luôn đến lớp đúng giờ .",positive
623,"cô dạy hay , tận tâm với công việc .",positive
624,"thầy tận tình hướng dẫn cách làm , giải quyết những thắc mắc của sinh viên .",positive
625,thoải mái về thời gian .,positive
626,"thầy giảng rất hay , dễ hiểu .",positive
627,cách chấm điểm các bài thực hành thông qua quay video thực sự chưa đánh giá đúng khả năng của sinh viên .,negative
628,giảng viên ít giảng sâu về các ví dụ .,negative
629,giảng viên cần trao đổi thêm với sinh viên thông qua website môn học .,positive
630,"cô rất nhiệt tình , giải thích rõ bài tập .",positive
631,"các dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ .",positive
632,hỗ trợ thêm giáo trình không phải slide cho sinh viên .,negative
633,"các giảng dạy của giảng viên còn khó hiểu , rối rắm .",negative
634,"giáo viên nhiệt tình , truyền đạt tốt .",positive
635,bài tập và hoạt động nhóm còn ít .,negative
636,"dạy dễ hiểu , hài hước !",positive
637,"giáo viên nhiệt tình , tận tâm giúp đỡ sinh viên .",positive
638,giảng viên không nhiệt tình và tận tâm .,negative
639,"giảng viên nhiệt tình , chắt lọc nội dung cũng như mở rộng nhiều kiến thức về bộ môn .",positive
640,thầy dạy khá nhiệt tình vui tính .,positive
641,cô dạy buồn ngủ quá .,negative
642,nên cho bài tập để giải thêm .,negative
643,"theo em , cần trang bị và sửa chữa máy chiếu .",negative
644,kiến thức thầy dạy rất hay và bổ ích .,positive
645,"dạy cho có , qua loa , sử dụng thời gian không hợp lý , nội dung 3 tiết dạy trong 3 phút .",negative
646,"bài tập đa dạng , cụ thể .",positive
647,"giảng viên hiền lành , nhiệt tình giúp đỡ khá nhiều cho sinh viên khi sinh viên không hiểu bài .",positive
648,chân thành cảm ơn thầy .,positive
649,thầy rất tận tâm giảng dạy .,positive
650,mấy cái khảo sát trước em tưởng một là tốt nhất nên đánh nhầm rồi ạ .,negative
651,sử dụng hiệu quả thời gian lên lớp .,positive
652,giảng viên có vai trò rất lớn đối với việc tối ưu code của sinh viên .,positive
653,"bài giảng tạo sự hứng thú cho sinh viên , giảng viên nhiệt tình .",positive
654,nhiều lúc lớp chỉ có hai người đi học .,negative
655,thầy giảng bài không sát với đề thi .,positive
656,"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",negative
657,"giảng dạy tận tâm , nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên .",positive
658,"quá nhàm chán , không nâng cao được kiến thức .",negative
659,chất lượng phòng máy kém .,negative
660,"nói chuyện lan man , không liên quan đến môn học quá nhiều .",negative
661,"cách giảng dạy , tạo không khí sôi nổi trong lớp .",positive
662,nâng cao trang thiết bị học tập .,negative
663,"hình thức báo cáo đồ án cuối kỳ , không thể hiện được khả năng của sinh viên , dễ xảy ra trường hợp một người làm , cả đám người hưởng , vì thầy không yêu cầu bảng phân công công việc và chỉ chấm điểm chung cho cả nhóm dựa trên bài báo cáo được nộp , mặc dù một nhóm thầy quy định là 5 người .",negative
664,"thiếu nhiệt tình , ít làm bài tập .",negative
665,hướng dẫn làm bài tập thực hành cụ thể .,positive
666,"cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .",positive
667,"cách truyền đạt tốt , tận tâm .",positive
668,giảng viên hay nhớ nhầm việc dạy lớp này sang lớp khác .,negative
669,thầy nhiệt tình và dạy dễ hiểu .,positive
670,"giảng viên giảng dạy nhiệt tình , giải đáp được thắc mắc của sinh viên .",positive
671,"nhiệt tình , chu đáo , dạy dễ hiểu .",positive
672,"cô nhiệt tình , sẵn sàng giảng lại các kiến thức mà sinh viên chưa nắm được khi học lý thuyết .",positive
673,"giảng viên hướng dẫn rất chi tiết , nhiệt tình .",positive
674,"giảng dạy tận tình , vui vẻ .",positive
675,"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .",positive
676,giáo viên để sinh viên tự học nhiều hơn .,negative
677,nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .,negative
678,cô dạy quá hay rồi .,positive
679,"thầy dạy rất hay , kiến thức rất thực tế , theo sát sinh viên từng bước một , hướng dẫn tận tình tận tâm , truyền đặt kiến thức dễ hiểu , thuyết phục .",positive
680,điều em hài lòng nhất đó là thầy với tốc độ phù hợp và rất dễ hiễu .,positive
681,"thầy giảng bài khó hiểu , đôi khi còn mơ hồ .",negative
682,không có nhiều bài tập để làm thêm .,negative
683,"có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa .",negative
684,"có em nào có muốn hỏi hay thắc mắc gì không "" đó là câu mà giảng viên hay nói nhưng thực sự đa số sinh viên không biết gì để hỏi thì khó mà hỏi được .",negative
685,"giáo viên truyền đạt kiến thức đầy đủ , dễ hiểu , nhiệt tình giảng dạy .",positive
686,nên có những cách giảng dạy sinh động với sinh viên .,negative
